,sha,message,html_url,repository_id,repository_full_name,repository_private,repository_fork
1,738013efa584a0db39dce7ef8839831922120787,"Remove deprecated APIs of ListRecyclerConfiguration//Summary: Replace all usages of deprecated constructors with builder pattern first, will remove all deprecated APIs in the next diff.//Reviewed By: fabiocarballo//Differential Revision: D43270519//fbshipit-source-id: 2cdda840e8ff873aaa6a85750d0371c80129a0a2",https://github.com/facebook/litho/commit/738013efa584a0db39dce7ef8839831922120787,80179724,facebook/litho,False,False
2,83ac9fc42623f4f985ada302426da33431f6a5ae,Update doc for builder pattern//Summary: Updating docs related to `returns_this` and builder pattern model.//Reviewed By: yuhshin-oss//Differential Revision: D34262914//fbshipit-source-id: 6650cc6f64852a2f6697cd38c5a2c481a9832c9b,https://github.com/facebook/mariana-trench/commit/83ac9fc42623f4f985ada302426da33431f6a5ae,317710554,facebook/mariana-trench,False,False
3,48b89c455b6ddcea0db52a44999eeb972c54b463,"mononoke_api: convert repo context creation to the builder pattern//Summary: We will want to be able to customize repo contexts with authorization contexts as well as the bubble id.  To avoid proliferation of constructor methods, switch to the builder pattern.//Reviewed By: HarveyHunt//Differential Revision: D36520797//fbshipit-source-id: 4e1d26cbf5f4eff510324413719f7c8bb47507a4",https://github.com/facebook/sapling/commit/48b89c455b6ddcea0db52a44999eeb972c54b463,58146669,facebook/sapling,False,False
4,9a8076b4f0c2446b9de48d5b86e72a6e22373fa0,"Json model generator for builder pattern//Summary: Added a ""returns_this"" method constraint which can be used to specify builder patterns more flexibly using json model generator.//Reviewed By: yuhshin-oss//Differential Revision: D33098464//fbshipit-source-id: 40aa987dfb1fc285edb1e21828016d95c5fc8c77",https://github.com/facebook/mariana-trench/commit/9a8076b4f0c2446b9de48d5b86e72a6e22373fa0,317710554,facebook/mariana-trench,False,False
5,980e5c19ae25a785019ccc298bfc975c856dd03a,Adding tests for builder pattern FP//Summary: Added a test case to reproduce a false positive issue when using a builder pattern. This is because we always collapse taint trees for propagations.//Reviewed By: yuhshin-oss//Differential Revision: D32930843//fbshipit-source-id: f84e6a2a146c8e00623170352b38674d64d0a80e,https://github.com/facebook/mariana-trench/commit/980e5c19ae25a785019ccc298bfc975c856dd03a,317710554,facebook/mariana-trench,False,False
6,71ead5448513ec6835b0b4e20ffcf8020a3c541c,Rename `TaintBuilder` to `TaintConfig`//Summary: `TaintBuilder` doesn't exactly confirm to a typical builder pattern. It's more like a bunch of configs that need to be merged in some way to create the `Taint` object. Renaming to `TaintConfig`.//Reviewed By: SimranVirk//Differential Revision: D39191877//fbshipit-source-id: 46baafb2e3077822703eed17ab48c3ec81bbf5da,https://github.com/facebook/mariana-trench/commit/71ead5448513ec6835b0b4e20ffcf8020a3c541c,317710554,facebook/mariana-trench,False,False
7,2ebe5d18f4f0d1a9ca3e3a4dfe8d40e9f423d859,"[resource][java] Models for java.io.Reader and java.io.Writer//Summary:/We add models for this classes and some of their/subclasses.//Nothing very new except the model of PrintWriter.append that returns this/(to please the builder pattern lovers...).//We also fix a bug in the models of java.io.InputStream.{mark,markSupported}/that will never throw exceptions.//Reviewed By: jvillard//Differential Revision: D38147095//fbshipit-source-id: 369a86bc2f438b366cde80665f8b5d2ce8280f4e",https://github.com/facebook/infer/commit/2ebe5d18f4f0d1a9ca3e3a4dfe8d40e9f423d859,29857799,facebook/infer,False,False
8,d451cf7f4408dc971dca05a45eb4ebc1266de9a9,"Use d8, cfg inliner for remove_builder_pattern test cases//Reviewed By: agampe//Differential Revision: D27612042//fbshipit-source-id: 80e6cc63927857d8dd8b436383a94fbb66ad9808",https://github.com/facebook/redex/commit/d451cf7f4408dc971dca05a45eb4ebc1266de9a9,54664770,facebook/redex,False,False
9,0fd822503d9fb24ea9b0cee7570feeecfc75b94f,"More precise builder pattern//Summary:/There are a few issues related to builder patterns currently:/- ""returns_this"" constraint: Resolves the issue of identifying builder patterns in the first place. Previously, we were just checking that the return type == the parent class of the method. But this is inaccurate in cases like:/```/public Number add(Number x) {/  return new Number(x.value + this.value);/}/```/This diff handles such cases by checking if the return value is same as the original ""this"" parameter./- ""no-collapse-on-propagation"" mode resolves the issue of overtainting of ""this"" argument./- The other problem seen in T90380174 occurs when the return value of the builder methods are ignored. Since our analysis assumes that each method call returns a new memory location, any taint information accumulated through the calls to the builder methods are lost. This diff resolves this by introducing ""alias-memory-location-on-invoke"" mode [naming is hard]. In this mode, the initial memory location is updated when methods with this mode are invoked (trying to mimic internal mutability)./  - Also tried using ""inline_as"" and adding propagations ""arg0 --> arg0"". Just ended up using both of those as flags to overwrite memory locations, so just introduced a new mode instead for clarity.//Reviewed By: arthaud//Differential Revision: D33721534//fbshipit-source-id: 0865799576506502885eab71eff5d9dad40e1cb1",https://github.com/facebook/mariana-trench/commit/0fd822503d9fb24ea9b0cee7570feeecfc75b94f,317710554,facebook/mariana-trench,False,False
10,6b4ca25e7a8544a7ce830d043a4227115b7ab1c1,Update license of opt/builder_pattern code//Reviewed By: ssj933//Differential Revision: D25593759//fbshipit-source-id: 45be342c38c2faa45b29d2d82ac3581debf65294,https://github.com/facebook/redex/commit/6b4ca25e7a8544a7ce830d043a4227115b7ab1c1,54664770,facebook/redex,False,False
11,50a142767d6e4fd64104b1689f8542b7c73ca2c7,Moved GridRecyclerConfiguration to a Builder pattern.//Summary: Added Builder pattern to the Grid RecyclerConfiguration implementations to pass in different layout params.//Reviewed By: astreet//Differential Revision: D10200914//fbshipit-source-id: c5912979da6aabdeee58e0af1831f3eea30173e3,https://github.com/facebook/litho/commit/50a142767d6e4fd64104b1689f8542b7c73ca2c7,80179724,facebook/litho,False,False
12,ce83a6e99cefafa31fcac7b9925673f463cb400f,"permission_checker: allow combination permission checkers//Summary:/Allow combinations of permissions checkers by expanding/`PermissionCheckerBuilder` to the full builder pattern.//When combined, permissions are unioned, so any grant of access is sufficient.//This will be used to have both a global allowlist and per-repo access control/(which may be provided by a remote ACL checking service), so ensure that/failure of a single checker does not cause failure overall: if one checker/fails, then we only return that error if all other checkers either fail or/return false.//Reviewed By: yancouto//Differential Revision: D36760752//fbshipit-source-id: bffd3dfbc892ab4daea4ce643f93235f86e31d49",https://github.com/facebook/sapling/commit/ce83a6e99cefafa31fcac7b9925673f463cb400f,58146669,facebook/sapling,False,False
13,1b93611d81cb2dc01576712732b8b65adcbf03b2,"[env_builder] Visit class id after visiting extends//Summary:/Right now, we visit class id before extends in name_resolver. As a result, non-sensical code like `class A extends A {}` type checks. In this diff, I first switched the visiting order in scope_builder. However, this still doesn't fix the issue, because name_resolver still visit id before everything else so that it can do something when the id is None. To support the pattern, I created the `class_identifier_opt` function so that name_resolver can override it. In this way, we can avoid some weird AST rewrites.//The more important motivation of this change is to accurately model the runtime evaluation order, which is important to decide reachability of expressions. Right now, if you do//```/class A extends invariant(false) {}/```//It will still think that `A` is not an unreachable write. I noticed this problem when I'm trying to mark all unreachable writes under LTI mode.//Unfortunately, doing just what's described above will still cause crashes in `class A extends invariant(false) {}`, because statement.ml evaluate things in left to right order. In addition, `class A<T> extends invariant(false) {}` will also crash in env_resolution, because type parameters will always be a write even when it is unreachable. Therefore, we have to create a fallback empty tvar when the class self location entry doesn't exist in the loc env.//Changelog: [internal]//Reviewed By: panagosg7//Differential Revision: D39112078//fbshipit-source-id: 34fa628f466c82d1c3409572045e6ffa14e3a92d",https://github.com/facebook/flow/commit/1b93611d81cb2dc01576712732b8b65adcbf03b2,25880891,facebook/flow,False,False
14,4f88549cf09c22bfde3b8c35dcf124cfd56a903f,Added builder to ListRecyclerConfiguration//Summary: Moved the ListRecyclerConfiguration implementations to a Builder pattern to pass in layout params.//Reviewed By: astreet//Differential Revision: D10194132//fbshipit-source-id: 2e0b34db74ccdfa333e9f854f60946fba3ae2385,https://github.com/facebook/litho/commit/4f88549cf09c22bfde3b8c35dcf124cfd56a903f,80179724,facebook/litho,False,False
15,d90822a9b301904ef5250ba9c69574568f86e7e1,"Removed usage of deprecated API from sample app.//Summary:/PROBLEM/-------/Creation of ListRecyclerConfiguration was later moved to builder pattern, using the builder pattern in sample app instead of constructor which was deprecated//Reviewed By: adityasharat//Differential Revision: D19903306//fbshipit-source-id: ed73fa785ea8e6b9f77a4536755f51a832d4a7b0",https://github.com/facebook/litho/commit/d90822a9b301904ef5250ba9c69574568f86e7e1,80179724,facebook/litho,False,False
16,74821bfd94881c90739388e0bac29ed47955ad9c,Some analysis for the Builder pattern//Differential Revision: D4575582//fbshipit-source-id: e7c701a1014d8bd96f5d060e90009afdf5b925d6,https://github.com/facebook/redex/commit/74821bfd94881c90739388e0bac29ed47955ad9c,54664770,facebook/redex,False,False
17,43be6443483deabf02f166cd1cc2160287438ad1,"[enums] Fix enum declaration visitor//Summary:/The `flow_ast_mapper` method for visiting enum declarations originally visited the name of the enum using the `identifier` method. Typically, `identifier` is used for visiting *reads* of expressions, but the identifier in an enum declaration is a *write*, which should be visited using `pattern_identifier` (see corresponding pattern in ex. class and function declarations). `pattern_identifier` takes an optional `kind`, which represents what kind of variable is being declared (when this is a declaration and not just a write); in the case of enums I think this is `const`, since enums compile to `const` declarations (right?)//This change fixes the `ssa_builder` test case for enums without any other change needing to be made because the ssa builder now correctly understands the enum identifier as a write rather than a read.//Reviewed By: gkz//Differential Revision: D28204020//fbshipit-source-id: e9b596beaa465b70c1bbc2ca2cdd21bec0881ec3",https://github.com/facebook/flow/commit/43be6443483deabf02f166cd1cc2160287438ad1,25880891,facebook/flow,False,False
18,84e78c9882a5a6b0f34731c3467f2be6fef29843,"[env_builder] Creating AssigningWrites at declaration time instead of hoisting time//Summary:/Changelog: [internal]//We used to create AssigningWrites during hoisting time. There is nothing wrong with this approach with new-env or reordered-env only, since AssigningWrites without any writes to it are harmless. However, they will trigger enforcement errors under LTI.//During hoisting, we know nothing about whether the hoisted binding: it might be illegal or unreachable. Once the AssigningWrite is added, it's impossible to remove during the dead code marker pass.//Therefore, in this diff, I switched the creation of such writes to the declaration sites. Most of them are already created by `pattern_identifier`. The only place we need to add is variable declaration without init but with anno. For unreachable writes, we won't create write entries for them in the main pass, and a NonAssigningWrite will be correctly added in the dead code marker pass, which is what we want.//Reviewed By: mvitousek//Differential Revision: D39002245//fbshipit-source-id: 9c8b4869218506e8324c9982342a341a2980a8e2",https://github.com/facebook/flow/commit/84e78c9882a5a6b0f34731c3467f2be6fef29843,25880891,facebook/flow,False,False
19,2a5b925b9c113622115a6f55a5a1cbfa3bc9e653,Convert border parameters to object + builder pattern//Summary: This isolates configuration options for a layout's border into a single object + builder pattern. Doing so allows for better control of the API / better code isolation.//Reviewed By: muraziz//Differential Revision: D5654222//fbshipit-source-id: 9518d83a2a208701ee3d0d03021435efaef178dc,https://github.com/facebook/litho/commit/2a5b925b9c113622115a6f55a5a1cbfa3bc9e653,80179724,facebook/litho,False,False
20,6e92d75c3fea93e5d26fe7911e2d3a5e1d6db020,"es6 scope builder: pattern refactoring//Summary:/Refactored pattern visitors to be more principled: there are binding patterns/and assignment patterns, and we carefully thread those through the visitor.//This helps get rid of lexical_* visitor methods, among other things.//Reviewed By: mroch//Differential Revision: D5333196//fbshipit-source-id: 1ac8a9ed186d4c677fa5e3770f3d73cf8ae76373",https://github.com/facebook/flow/commit/6e92d75c3fea93e5d26fe7911e2d3a5e1d6db020,25880891,facebook/flow,False,False
21,961bcb532f29467ffb0ff0b120973fe575b5f68d,Encapsulate insertion to cache into InsertTask interface (builder pattern)//Reviewed By: tyronen//Differential Revision: D2902318//fb-gh-sync-id: dc4df7ef72e81e97baad60687a30f6af7fde6b9e/fbshipit-source-id: dc4df7ef72e81e97baad60687a30f6af7fde6b9e,https://github.com/facebook/fresco/commit/961bcb532f29467ffb0ff0b120973fe575b5f68d,31533997,facebook/fresco,False,False
